Presence time (Seconds),Scrolling (Pixels)
"[0.0, 2.034615993499756, 4.054502964019775, 6.072986364364624, 8.087579250335693, 10.111227989196777, 12.128856897354126, 14.144339323043823, 16.161741256713867, 18.178678035736084]","[0.0, 0.0, 0.0, 0.0, 0.35370754947781313, 0.5405405405405406, 0.5405405405405406, 0.5494109409514683, 0.4523908439313713, 0.21843382689329954]"
